1,dog shake cat,1,1
1,student climb ship,1,0
1,pipe vent vapor,0,0
0,chef burn air,1,0
0,boat crush air,0,0
1,knife sharpen glass,0,0
1,screwdriver fix door,0,0
1,stick hook purse,0,0
0,elephant shake smoke,1,0
1,woman cook turkey,1,1
1,mayor jail person,1,1
1,man film shirt,1,0
1,man crush child,1,1
0,cat lick cloud,1,0
0,crab move gorilla,1,0
0,leaf attach rope,0,0
1,oven cook steak,0,0
1,dog squash grape,1,0
1,elephant pull house,1,1
1,woman erect pen,1,0
0,water poison rock,1,1
0,bottle ejaculate book,0,0
1,man grab apple,1,1
1,dog close door,1,0
1,dog pull rope,1,0
0,rabbit clench lion,1,1
1,policeman bend lamp,1,0
1,oil dampen trash,0,0
0,wall hook fish,0,1
0,air warm log,0,0
0,oil lengthen brick,0,1
0,wind scratch arm,0,1
1,ant bite man,1,1
1,neck hang necklace,0,0
0,policeman halt oil,1,0
0,kangaroo kick oil,0,0
1,policeman cook dolphin,1,1
1,man shove infant,1,1
0,horse breed cow,1,1
1,man erect bug,1,1
1,knife sever rabbit,0,1
0,rabbit exhale pebbles,1,0
0,man lengthen rock,1,1
0,wind strike car,0,0
0,knife trim skyscraper,0,0
1,wolf haul cat,1,1
0,pillow smash table,0,0
1,rabbit eat banana,1,1
1,scissors clench purse,0,0
1,girl whisk egg,1,1
0,monkey vent cream,1,0
1,squid grab hand,0,1
1,bowl spill water,0,1
1,chair attack clown,1,1
0,sand beat dollar,0,0
1,man build deck,1,0
1,girl cook fish,1,1
1,cleaver slash bush,0,1
0,elephant haul book,1,0
0,sword slice smoke,0,0
1,boy pluck apple,1,1
1,student knit carpet,1,0
1,knife etch rock,0,1
1,elephant slide boat,1,0
1,student crop plant,1,1
0,pen pour juice,0,0
1,knife slice dough,0,0
1,spatula mince paper,0,0
1,sword hurt leg,0,0
1,child slide cup,1,0
1,freezer cool oil,0,0
1,man pack purse,1,0
0,cup pour cloud,0,0
0,barber pack ship,1,0
0,book cool table,0,0
0,ant clench closet,1,0
1,cat bite turtle,1,1
1,hands dig dirt,1,0
1,rock slam table,1,0
1,hand grasp handle,1,0
0,mole bury rain,0,0
0,glue fuse water,0,1
0,feather attack air,0,0
1,monkey grasp cup,1,0
1,spatula cook egg,0,1
0,student bury water,1,1
1,bowl dump water,0,1
0,child pack truck,1,0
1,shovel peel orange,0,1
0,pen pierce car,0,0
0,girl bury rain,1,0
1,clown drive car,1,0
0,ant lift dumbbell,1,0
1,man grab ham,1,1
0,bear wrestle rock,1,1
0,ant pet cat,1,1
1,horse tug car,1,0
1,rope yank chair,0,1
1,child spill cream,1,0
1,bird stretch snake,1,1
1,man open bottle,1,0
0,man construct sand,1,0
1,pen etch grape,0,0
1,grandma knit wool,1,0
1,scissors trim monkey,0,1
1,cake hit closet,0,0
1,desk hit ball,0,1
0,nose chafe milk,0,0
1,cloth rub meat,0,0
0,ant seize car,1,0
0,eraser erase water,0,1
1,food poison bird,0,1
1,elephant shake house,1,1
0,ant punch wall,1,0
0,tissue rip paper,0,0
1,stick draw house,0,1
1,policeman open window,1,0
1,child snatch paper,1,0
1,man knead pillow,1,0
0,desk hit cloud,0,0
1,spatula drain pond,0,0
1,sword slice pencil,0,0
1,rug mask hand,0,1
0,child grip water,1,1
1,sign halt boat,0,0
0,elephant tug pin,1,0
1,mouth squirt sand,0,0
1,hand hurl bag,1,0
0,elephant fill cup,1,0
0,man fix cream,1,0
0,pillow flatten car,0,0
0,smoke hit wool,0,0
0,bag contain dolphin,0,1
1,soil absorb oil,0,0
0,girl chew laptop,1,0
1,person chafe chef,1,1
0,clown clench air,1,0
1,cat lift rabbit,1,1
0,ant kiss girlfriend,1,1
1,dog exhale fume,1,0
0,camel enter cup,1,0
0,hand scrape pebbles,1,0
1,ship capsize boat,0,0
1,cat knead mud,1,0
1,robot attach tape,0,0
0,worm drag turtle,1,1
0,bowl hold dog,0,1
1,tube ejaculate water,0,1
0,horse knit wool,1,0
0,wind draw picture,0,0
1,hand grope curtain,1,0
0,boy punch vapor,1,0
0,oven chill cake,0,0
1,cat stomp ant,1,1
1,spoon etch wall,0,0
1,hat clean slate,1,0
0,purse break dumbbell,0,0
0,woman construct air,1,0
1,infant scrape table,1,0
0,elephant stroke pea,1,0
0,pillow damage rock,0,1
0,tree punch oxygen,1,0
0,ant mask face,1,1
1,monkey puff smoke,1,0
0,chef halt oil,1,0
1,spatula sever paper,0,0
0,bush chill tree,1,1
0,man knead knife,1,0
1,clown breed elephant,1,1
1,woman pack cake,1,0
0,milk wet lake,0,0
1,needle knit rug,0,0
1,hand clench bird,1,1
1,bear destroy cup,1,0
1,spatula catch beans,0,0
1,hand tap floor,1,0
1,girl toss pizza,1,0
0,ice freeze fire,0,0
0,dog damage hill,1,0
0,air feed man,0,1
1,cloth mask table,0,0
0,worm spin dumbbell,1,0
0,rabbit chop bush,1,1
0,ant tackle rabbit,1,1
1,rabbit hug dog,1,1
1,knife trim arm,0,1
1,rain dampen man,0,1
0,claw rip water,0,1
0,water cut man,1,1
1,hand hurl purse,1,0
1,fire heat girl,0,1
1,rope yank closet,0,0
1,wrench fix car,0,0
0,hair cool air,0,0
0,chair rub rain,1,0
1,monkey eat banana,1,1
0,girl grope oil,1,0
0,pancake flatten car,0,0
0,man fold pebbles,1,0
0,finger tap water,0,1
1,man count dog,1,1
0,cat whisk sauce,1,0
1,clown vomit pebbles,1,0
0,man drop car,1,0
0,cloud flatten moon,0,0
0,shovel dig air,0,0
0,man drain air,1,0
0,worm stomp grape,1,0
0,man strike air,1,0
1,ice freeze pebbles,0,0
0,elephant cook egg,1,1
0,butterfly catch horse,1,1
0,dog draw laptop,1,0
1,man ride bike,1,0
1,leopard drink water,0,1
1,dog eat rabbit,1,1
0,water dampen oil,1,0
0,knife sever rock,0,1
1,officer jail dentist,1,1
1,boy punch girl,1,1
1,stick sever paper,0,0
0,gorilla climb rabbit,0,1
0,finger hook train,0,0
0,man seize elephant,1,1
0,spoon bite dog,0,1
1,stove burn turtle,0,1
1,monkey slam cup,1,0
1,glue fuse monkey,0,1
0,girl close rock,1,1
0,man tackle lion,1,1
1,clown pack water,1,1
1,cat pluck leaf,1,0
1,rock crash cup,1,0
1,car cover grape,0,0
0,ant kiss elephant,1,1
1,ant seize pea,1,0
1,engineer build shelf,1,0
0,elephant spin air,1,0
0,man create air,1,0
0,elephant yank pin,1,0
1,cat pluck flower,1,1
0,pin pour juice,0,0
1,freezer chill juice,0,0
0,dog fish elephant,1,1
0,woman knit cup,1,0
1,monkey kick chef,1,1
1,rock strike table,1,0
0,cow open cream,1,0
1,girl crush infant,1,1
0,chef cook air,1,0
0,water wet ocean,1,0
1,arrow pierce paper,0,0
0,butterfly swallow pillow,1,0
1,girl beat dentist,1,1
0,woman peel key,1,0
1,chef jail dog,1,1
0,coal attack air,0,0
1,oven bake cake,0,0
1,pebbles build skyscraper,0,0
0,dolphin ride bike,1,0
1,girl catch dentist,1,1
1,infant draw pumpkin,1,0
0,girl cook spatula,1,0
1,cat knead cream,1,0
1,ape kiss wolf,1,1
1,man drive van,1,1
1,stick rip shirt,0,0
0,man fold lion,1,1
0,dog attach paper,1,0
1,eraser erase stain,0,0
0,chef exhale oil,1,0
1,monkey stretch dough,1,0
0,wind dampen rain,0,0
0,child haul ant,1,1
1,knife chop tree,0,1
0,dog haul wind,1,0
1,monkey open closet,1,0
0,dog stomp boat,1,0
0,student grab stairs,1,0
1,crab attack wolf,1,1
